dictionary,degree,polynomial,support,coefficients,fail_X128,fail_X256,fail_X512,fail_training,fail_holdout,fail_all,fail_controls_all,false_positive,survives_all,first_holdout_counterexample
quadratic,2,2*q - q*eta - 2*rho*jet_u,3,q:2;q*eta:-1;rho*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1111
quadratic,2,2*q - q*eta - rho*jet_u,3,q:2;q*eta:-1;rho*jet_u:-1,30,30,75,135,235,370,367,0,0,X=1024;n=1773;p=1229;residue=455
quadratic,2,2*q - q*eta + rho*jet_u,3,q:2;q*eta:-1;rho*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=372
quadratic,2,2*q - q*eta + 2*rho*jet_u,3,q:2;q*eta:-1;rho*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=945
quadratic,2,2*q + q*eta - 2*rho*jet_u,3,q:2;q*eta:1;rho*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=288
quadratic,2,2*q + q*eta - rho*jet_u,3,q:2;q*eta:1;rho*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=861
quadratic,2,2*q + q*eta + rho*jet_u,3,q:2;q*eta:1;rho*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=778
quadratic,2,2*q + q*eta + 2*rho*jet_u,3,q:2;q*eta:1;rho*jet_u:2,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=122
quadratic,2,2*q + 2*q*eta - rho*jet_u,3,q:2;q*eta:2;rho*jet_u:-1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=1064
quadratic,2,2*q + 2*q*eta + rho*jet_u,3,q:2;q*eta:2;rho*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=981
quadratic,2,q - 2*q*eta - 2*tau*tau,3,q:1;q*eta:-2;tau*tau:-2,30,30,74,134,235,369,368,0,0,X=1024;n=1773;p=1229;residue=971
quadratic,2,q - 2*q*eta - tau*tau,3,q:1;q*eta:-2;tau*tau:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=283
quadratic,2,q - 2*q*eta + tau*tau,3,q:1;q*eta:-2;tau*tau:1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=136
quadratic,2,q - 2*q*eta + 2*tau*tau,3,q:1;q*eta:-2;tau*tau:2,30,30,75,135,234,369,369,0,0,X=1024;n=1773;p=1229;residue=677
quadratic,2,q - q*eta - 2*tau*tau,3,q:1;q*eta:-1;tau*tau:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1174
quadratic,2,q - q*eta - tau*tau,3,q:1;q*eta:-1;tau*tau:-1,30,30,75,135,234,369,370,0,0,X=1024;n=1773;p=1229;residue=486
quadratic,2,q - q*eta + tau*tau,3,q:1;q*eta:-1;tau*tau:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=339
quadratic,2,q - q*eta + 2*tau*tau,3,q:1;q*eta:-1;tau*tau:2,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=880
quadratic,2,q + q*eta - 2*tau*tau,3,q:1;q*eta:1;tau*tau:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=351
quadratic,2,q + q*eta - tau*tau,3,q:1;q*eta:1;tau*tau:-1,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=892
quadratic,2,q + q*eta + tau*tau,3,q:1;q*eta:1;tau*tau:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=745
quadratic,2,q + q*eta + 2*tau*tau,3,q:1;q*eta:1;tau*tau:2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=57
quadratic,2,q + 2*q*eta - 2*tau*tau,3,q:1;q*eta:2;tau*tau:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=554
quadratic,2,q + 2*q*eta - tau*tau,3,q:1;q*eta:2;tau*tau:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=1095
quadratic,2,q + 2*q*eta + tau*tau,3,q:1;q*eta:2;tau*tau:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=948
quadratic,2,q + 2*q*eta + 2*tau*tau,3,q:1;q*eta:2;tau*tau:2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=260
quadratic,2,2*q - 2*q*eta - tau*tau,3,q:2;q*eta:-2;tau*tau:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=284
quadratic,2,2*q - 2*q*eta + tau*tau,3,q:2;q*eta:-2;tau*tau:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=137
quadratic,2,2*q - q*eta - 2*tau*tau,3,q:2;q*eta:-1;tau*tau:-2,29,30,74,133,235,368,370,0,0,X=1024;n=1773;p=1229;residue=1175
quadratic,2,2*q - q*eta - tau*tau,3,q:2;q*eta:-1;tau*tau:-1,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=487
quadratic,2,2*q - q*eta + tau*tau,3,q:2;q*eta:-1;tau*tau:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=340
quadratic,2,2*q - q*eta + 2*tau*tau,3,q:2;q*eta:-1;tau*tau:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=881
quadratic,2,2*q + q*eta - 2*tau*tau,3,q:2;q*eta:1;tau*tau:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=352
quadratic,2,2*q + q*eta - tau*tau,3,q:2;q*eta:1;tau*tau:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=893
quadratic,2,2*q + q*eta + tau*tau,3,q:2;q*eta:1;tau*tau:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=746
quadratic,2,2*q + q*eta + 2*tau*tau,3,q:2;q*eta:1;tau*tau:2,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=58
quadratic,2,2*q + 2*q*eta - tau*tau,3,q:2;q*eta:2;tau*tau:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1096
quadratic,2,2*q + 2*q*eta + tau*tau,3,q:2;q*eta:2;tau*tau:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=949
quadratic,2,q - 2*q*eta - 2*tau*eta,3,q:1;q*eta:-2;tau*eta:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=818
quadratic,2,q - 2*q*eta - tau*eta,3,q:1;q*eta:-2;tau*eta:-1,30,29,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=821
quadratic,2,q - 2*q*eta + tau*eta,3,q:1;q*eta:-2;tau*eta:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=827
quadratic,2,q - 2*q*eta + 2*tau*eta,3,q:1;q*eta:-2;tau*eta:2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=830
quadratic,2,q - q*eta - 2*tau*eta,3,q:1;q*eta:-1;tau*eta:-2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=1021
quadratic,2,q - q*eta - tau*eta,3,q:1;q*eta:-1;tau*eta:-1,30,30,75,135,234,369,370,0,0,X=1024;n=1773;p=1229;residue=1024
quadratic,2,q - q*eta + tau*eta,3,q:1;q*eta:-1;tau*eta:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=1030
quadratic,2,q - q*eta + 2*tau*eta,3,q:1;q*eta:-1;tau*eta:2,29,30,75,134,235,369,368,0,0,X=1024;n=1773;p=1229;residue=1033
quadratic,2,q + q*eta - 2*tau*eta,3,q:1;q*eta:1;tau*eta:-2,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=198
quadratic,2,q + q*eta - tau*eta,3,q:1;q*eta:1;tau*eta:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=201
quadratic,2,q + q*eta + tau*eta,3,q:1;q*eta:1;tau*eta:1,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=207
quadratic,2,q + q*eta + 2*tau*eta,3,q:1;q*eta:1;tau*eta:2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=210
quadratic,2,q + 2*q*eta - 2*tau*eta,3,q:1;q*eta:2;tau*eta:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=401
quadratic,2,q + 2*q*eta - tau*eta,3,q:1;q*eta:2;tau*eta:-1,29,30,74,133,234,367,369,0,0,X=1024;n=1773;p=1229;residue=404
quadratic,2,q + 2*q*eta + tau*eta,3,q:1;q*eta:2;tau*eta:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=410
quadratic,2,q + 2*q*eta + 2*tau*eta,3,q:1;q*eta:2;tau*eta:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=413
quadratic,2,2*q - 2*q*eta - tau*eta,3,q:2;q*eta:-2;tau*eta:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=822
quadratic,2,2*q - 2*q*eta + tau*eta,3,q:2;q*eta:-2;tau*eta:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=828
quadratic,2,2*q - q*eta - 2*tau*eta,3,q:2;q*eta:-1;tau*eta:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1022
quadratic,2,2*q - q*eta - tau*eta,3,q:2;q*eta:-1;tau*eta:-1,30,30,75,135,234,369,368,0,0,X=1024;n=1773;p=1229;residue=1025
quadratic,2,2*q - q*eta + tau*eta,3,q:2;q*eta:-1;tau*eta:1,30,29,74,133,235,368,370,0,0,X=1024;n=1773;p=1229;residue=1031
quadratic,2,2*q - q*eta + 2*tau*eta,3,q:2;q*eta:-1;tau*eta:2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=1034
quadratic,2,2*q + q*eta - 2*tau*eta,3,q:2;q*eta:1;tau*eta:-2,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=199
quadratic,2,2*q + q*eta - tau*eta,3,q:2;q*eta:1;tau*eta:-1,30,30,74,134,235,369,368,0,0,X=1024;n=1773;p=1229;residue=202
quadratic,2,2*q + q*eta + tau*eta,3,q:2;q*eta:1;tau*eta:1,29,30,74,133,234,367,369,0,0,X=1024;n=1773;p=1229;residue=208
quadratic,2,2*q + q*eta + 2*tau*eta,3,q:2;q*eta:1;tau*eta:2,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=211
quadratic,2,2*q + 2*q*eta - tau*eta,3,q:2;q*eta:2;tau*eta:-1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=405
quadratic,2,2*q + 2*q*eta + tau*eta,3,q:2;q*eta:2;tau*eta:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=411
quadratic,2,q - 2*q*eta - 2*tau*jet_u,3,q:1;q*eta:-2;tau*jet_u:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=360
quadratic,2,q - 2*q*eta - tau*jet_u,3,q:1;q*eta:-2;tau*jet_u:-1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=592
quadratic,2,q - 2*q*eta + tau*jet_u,3,q:1;q*eta:-2;tau*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1056
quadratic,2,q - 2*q*eta + 2*tau*jet_u,3,q:1;q*eta:-2;tau*jet_u:2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=59
quadratic,2,q - q*eta - 2*tau*jet_u,3,q:1;q*eta:-1;tau*jet_u:-2,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=563
quadratic,2,q - q*eta - tau*jet_u,3,q:1;q*eta:-1;tau*jet_u:-1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=795
quadratic,2,q - q*eta + tau*jet_u,3,q:1;q*eta:-1;tau*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=30
quadratic,2,q - q*eta + 2*tau*jet_u,3,q:1;q*eta:-1;tau*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=262
quadratic,2,q + q*eta - 2*tau*jet_u,3,q:1;q*eta:1;tau*jet_u:-2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=969
quadratic,2,q + q*eta - tau*jet_u,3,q:1;q*eta:1;tau*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1201
quadratic,2,q + q*eta + tau*jet_u,3,q:1;q*eta:1;tau*jet_u:1,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=436
quadratic,2,q + q*eta + 2*tau*jet_u,3,q:1;q*eta:1;tau*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=668
quadratic,2,q + 2*q*eta - 2*tau*jet_u,3,q:1;q*eta:2;tau*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1172
quadratic,2,q + 2*q*eta - tau*jet_u,3,q:1;q*eta:2;tau*jet_u:-1,30,29,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=175
quadratic,2,q + 2*q*eta + tau*jet_u,3,q:1;q*eta:2;tau*jet_u:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=639
quadratic,2,q + 2*q*eta + 2*tau*jet_u,3,q:1;q*eta:2;tau*jet_u:2,30,30,75,135,233,368,370,0,0,X=1024;n=1773;p=1229;residue=871
quadratic,2,2*q - 2*q*eta - tau*jet_u,3,q:2;q*eta:-2;tau*jet_u:-1,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=593
quadratic,2,2*q - 2*q*eta + tau*jet_u,3,q:2;q*eta:-2;tau*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=1057
quadratic,2,2*q - q*eta - 2*tau*jet_u,3,q:2;q*eta:-1;tau*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=564
quadratic,2,2*q - q*eta - tau*jet_u,3,q:2;q*eta:-1;tau*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=796
quadratic,2,2*q - q*eta + tau*jet_u,3,q:2;q*eta:-1;tau*jet_u:1,30,30,75,135,234,369,369,0,0,X=1024;n=1773;p=1229;residue=31
quadratic,2,2*q - q*eta + 2*tau*jet_u,3,q:2;q*eta:-1;tau*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=263
quadratic,2,2*q + q*eta - 2*tau*jet_u,3,q:2;q*eta:1;tau*jet_u:-2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=970
quadratic,2,2*q + q*eta - tau*jet_u,3,q:2;q*eta:1;tau*jet_u:-1,30,30,75,135,232,367,370,0,0,X=1024;n=1773;p=1229;residue=1202
quadratic,2,2*q + q*eta + tau*jet_u,3,q:2;q*eta:1;tau*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=437
quadratic,2,2*q + q*eta + 2*tau*jet_u,3,q:2;q*eta:1;tau*jet_u:2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=669
quadratic,2,2*q + 2*q*eta - tau*jet_u,3,q:2;q*eta:2;tau*jet_u:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=176
quadratic,2,2*q + 2*q*eta + tau*jet_u,3,q:2;q*eta:2;tau*jet_u:1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=640
quadratic,2,q - 2*q*eta - 2*eta*eta,3,q:1;q*eta:-2;eta*eta:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=749
quadratic,2,q - 2*q*eta - eta*eta,3,q:1;q*eta:-2;eta*eta:-1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=172
quadratic,2,q - 2*q*eta + eta*eta,3,q:1;q*eta:-2;eta*eta:1,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=247
quadratic,2,q - 2*q*eta + 2*eta*eta,3,q:1;q*eta:-2;eta*eta:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=899
quadratic,2,q - q*eta - 2*eta*eta,3,q:1;q*eta:-1;eta*eta:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=952
quadratic,2,q - q*eta - eta*eta,3,q:1;q*eta:-1;eta*eta:-1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=375
quadratic,2,q - q*eta + eta*eta,3,q:1;q*eta:-1;eta*eta:1,30,30,75,135,234,369,369,0,0,X=1024;n=1773;p=1229;residue=450
quadratic,2,q - q*eta + 2*eta*eta,3,q:1;q*eta:-1;eta*eta:2,30,30,75,135,235,370,367,0,0,X=1024;n=1773;p=1229;residue=1102
quadratic,2,q + q*eta - 2*eta*eta,3,q:1;q*eta:1;eta*eta:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=129
quadratic,2,q + q*eta - eta*eta,3,q:1;q*eta:1;eta*eta:-1,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=781
quadratic,2,q + q*eta + eta*eta,3,q:1;q*eta:1;eta*eta:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=856
quadratic,2,q + q*eta + 2*eta*eta,3,q:1;q*eta:1;eta*eta:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=279
quadratic,2,q + 2*q*eta - 2*eta*eta,3,q:1;q*eta:2;eta*eta:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=332
quadratic,2,q + 2*q*eta - eta*eta,3,q:1;q*eta:2;eta*eta:-1,30,30,74,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=984
quadratic,2,q + 2*q*eta + eta*eta,3,q:1;q*eta:2;eta*eta:1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=1059
quadratic,2,q + 2*q*eta + 2*eta*eta,3,q:1;q*eta:2;eta*eta:2,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=482
quadratic,2,2*q - 2*q*eta - eta*eta,3,q:2;q*eta:-2;eta*eta:-1,30,30,74,134,234,368,370,0,0,X=1024;n=1773;p=1229;residue=173
quadratic,2,2*q - 2*q*eta + eta*eta,3,q:2;q*eta:-2;eta*eta:1,30,30,75,135,235,370,367,0,0,X=1024;n=1773;p=1229;residue=248
quadratic,2,2*q - q*eta - 2*eta*eta,3,q:2;q*eta:-1;eta*eta:-2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=953
quadratic,2,2*q - q*eta - eta*eta,3,q:2;q*eta:-1;eta*eta:-1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=376
quadratic,2,2*q - q*eta + eta*eta,3,q:2;q*eta:-1;eta*eta:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=451
quadratic,2,2*q - q*eta + 2*eta*eta,3,q:2;q*eta:-1;eta*eta:2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=1103
quadratic,2,2*q + q*eta - 2*eta*eta,3,q:2;q*eta:1;eta*eta:-2,30,29,75,134,234,368,370,0,0,X=1024;n=1773;p=1229;residue=130
quadratic,2,2*q + q*eta - eta*eta,3,q:2;q*eta:1;eta*eta:-1,30,30,75,135,234,369,370,0,0,X=1024;n=1773;p=1229;residue=782
quadratic,2,2*q + q*eta + eta*eta,3,q:2;q*eta:1;eta*eta:1,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=857
quadratic,2,2*q + q*eta + 2*eta*eta,3,q:2;q*eta:1;eta*eta:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=280
quadratic,2,2*q + 2*q*eta - eta*eta,3,q:2;q*eta:2;eta*eta:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=985
quadratic,2,2*q + 2*q*eta + eta*eta,3,q:2;q*eta:2;eta*eta:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1060
quadratic,2,q - 2*q*eta - 2*eta*jet_u,3,q:1;q*eta:-2;eta*jet_u:-2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=1169
quadratic,2,q - 2*q*eta - eta*jet_u,3,q:1;q*eta:-2;eta*jet_u:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=382
quadratic,2,q - 2*q*eta + eta*jet_u,3,q:1;q*eta:-2;eta*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=37
quadratic,2,q - 2*q*eta + 2*eta*jet_u,3,q:1;q*eta:-2;eta*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=479
quadratic,2,q - q*eta - 2*eta*jet_u,3,q:1;q*eta:-1;eta*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=143
quadratic,2,q - q*eta - eta*jet_u,3,q:1;q*eta:-1;eta*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=585
quadratic,2,q - q*eta + eta*jet_u,3,q:1;q*eta:-1;eta*jet_u:1,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=240
quadratic,2,q - q*eta + 2*eta*jet_u,3,q:1;q*eta:-1;eta*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=682
quadratic,2,q + q*eta - 2*eta*jet_u,3,q:1;q*eta:1;eta*jet_u:-2,30,30,75,135,234,369,370,0,0,X=1024;n=1773;p=1229;residue=549
quadratic,2,q + q*eta - eta*jet_u,3,q:1;q*eta:1;eta*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=991
quadratic,2,q + q*eta + eta*jet_u,3,q:1;q*eta:1;eta*jet_u:1,30,29,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=646
quadratic,2,q + q*eta + 2*eta*jet_u,3,q:1;q*eta:1;eta*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1088
quadratic,2,q + 2*q*eta - 2*eta*jet_u,3,q:1;q*eta:2;eta*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=752
quadratic,2,q + 2*q*eta - eta*jet_u,3,q:1;q*eta:2;eta*jet_u:-1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=1194
quadratic,2,q + 2*q*eta + eta*jet_u,3,q:1;q*eta:2;eta*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=849
quadratic,2,q + 2*q*eta + 2*eta*jet_u,3,q:1;q*eta:2;eta*jet_u:2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=62
quadratic,2,2*q - 2*q*eta - eta*jet_u,3,q:2;q*eta:-2;eta*jet_u:-1,29,30,74,133,235,368,370,0,0,X=1024;n=1773;p=1229;residue=383
quadratic,2,2*q - 2*q*eta + eta*jet_u,3,q:2;q*eta:-2;eta*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=38
quadratic,2,2*q - q*eta - 2*eta*jet_u,3,q:2;q*eta:-1;eta*jet_u:-2,30,30,74,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=144
quadratic,2,2*q - q*eta - eta*jet_u,3,q:2;q*eta:-1;eta*jet_u:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=586
quadratic,2,2*q - q*eta + eta*jet_u,3,q:2;q*eta:-1;eta*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=241
quadratic,2,2*q - q*eta + 2*eta*jet_u,3,q:2;q*eta:-1;eta*jet_u:2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=683
quadratic,2,2*q + q*eta - 2*eta*jet_u,3,q:2;q*eta:1;eta*jet_u:-2,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=550
quadratic,2,2*q + q*eta - eta*jet_u,3,q:2;q*eta:1;eta*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=992
quadratic,2,2*q + q*eta + eta*jet_u,3,q:2;q*eta:1;eta*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=647
quadratic,2,2*q + q*eta + 2*eta*jet_u,3,q:2;q*eta:1;eta*jet_u:2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=1089
quadratic,2,2*q + 2*q*eta - eta*jet_u,3,q:2;q*eta:2;eta*jet_u:-1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1195
quadratic,2,2*q + 2*q*eta + eta*jet_u,3,q:2;q*eta:2;eta*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=850
quadratic,2,q - 2*q*eta - 2*jet_u*jet_u,3,q:1;q*eta:-2;jet_u*jet_u:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=466
quadratic,2,q - 2*q*eta - jet_u*jet_u,3,q:1;q*eta:-2;jet_u*jet_u:-1,30,30,75,135,235,370,368,0,0,X=1024;n=1773;p=1229;residue=645
quadratic,2,q - 2*q*eta + jet_u*jet_u,3,q:1;q*eta:-2;jet_u*jet_u:1,30,30,75,135,235,370,370,0,0,X=1024;n=1773;p=1229;residue=1003
quadratic,2,q - 2*q*eta + 2*jet_u*jet_u,3,q:1;q*eta:-2;jet_u*jet_u:2,30,30,74,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=1182
quadratic,2,q - q*eta - 2*jet_u*jet_u,3,q:1;q*eta:-1;jet_u*jet_u:-2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=669
quadratic,2,q - q*eta - jet_u*jet_u,3,q:1;q*eta:-1;jet_u*jet_u:-1,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=848
quadratic,2,q - q*eta + jet_u*jet_u,3,q:1;q*eta:-1;jet_u*jet_u:1,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=1206
quadratic,2,q - q*eta + 2*jet_u*jet_u,3,q:1;q*eta:-1;jet_u*jet_u:2,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=156
quadratic,2,q + q*eta - 2*jet_u*jet_u,3,q:1;q*eta:1;jet_u*jet_u:-2,30,30,75,135,235,370,369,0,0,X=1024;n=1773;p=1229;residue=1075
quadratic,2,q + q*eta - jet_u*jet_u,3,q:1;q*eta:1;jet_u*jet_u:-1,30,30,74,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=25
quadratic,2,q + q*eta + jet_u*jet_u,3,q:1;q*eta:1;jet_u*jet_u:1,29,30,75,134,235,369,370,0,0,X=1024;n=1773;p=1229;residue=383
quadratic,2,q + q*eta + 2*jet_u*jet_u,3,q:1;q*eta:1;jet_u*jet_u:2,29,30,75,134,235,369,369,0,0,X=1024;n=1773;p=1229;residue=562
